xpos,value
4658,0.891067
4659,0.890119
4660,0.889613
4661,0.889107
4662,0.888601
4663,0.888095
4664,0.887589
4665,0.887083
4666,0.886577
4667,0.886071
4668,0.885565
4669,0.885059
4670,0.884553
4671,0.884047
4672,0.883542
4673,0.883036
4674,0.882530
4675,0.882024
4676,0.881518
4677,0.881012
4678,0.880506
4679,0.880000
4680,0.879494
4681,0.878988
4682,0.878482
4683,0.877976
4684,0.877470
4685,0.876964
4686,0.876459
4687,0.875953
4688,0.875447
4689,0.874941
4690,0.874435
4691,0.873929
4692,0.873423
4693,0.872917
4694,0.872411
4695,0.871905
4696,0.871399
4697,0.870893
4698,0.870387
4699,0.869881
4700,0.869376
4701,0.868870
4702,0.868364
4703,0.867858
4704,0.867352
4705,0.866846
4706,0.866340
4707,0.865834
4708,0.865328
4709,0.864822
4710,0.864277
4711,0.863732
4712,0.863187
4713,0.862641
4714,0.862096
4715,0.861551
4716,0.861006
4717,0.860461
4718,0.859915
4719,0.859370
4720,0.858825
4721,0.858280
4722,0.857735
4723,0.857190
4724,0.856644
4725,0.856099
4726,0.855554
4727,0.855009
4728,0.854464
4729,0.853918
4730,0.853373
4731,0.852828
4732,0.852283
4733,0.851738
4734,0.851193
4735,0.850647
4736,0.850102
4737,0.849557
4738,0.849012
4739,0.848801
4740,0.848590
4741,0.848379
4742,0.848169
4743,0.847958
4744,0.847747
4745,0.847536
4746,0.847325
4747,0.847115
4748,0.846904
4749,0.846693
4750,0.846482
4751,0.846271
4752,0.846061
4753,0.845850
4754,0.845639
4755,0.845428
4756,0.845217
4757,0.845007
4758,0.844796
4759,0.844585
4760,0.844374
4761,0.844163
4762,0.843953
4763,0.843742
4764,0.843531
4765,0.843320
4766,0.843109
4767,0.842899
4768,0.842688
4769,0.842477
4770,0.842266
4771,0.842055
4772,0.841844
4773,0.841634
4774,0.841423
4775,0.841212
4776,0.841001
4777,0.840791
4778,0.840580
4779,0.840369
4780,0.840158
4781,0.839947
4782,0.839736
4783,0.839526
4784,0.839315
4785,0.839104
4786,0.838893
4787,0.838682
4788,0.838472
4789,0.838261
4790,0.838050
4791,0.837839
4792,0.837628
4793,0.837418
4794,0.837207
4795,0.836996
4796,0.836785
4797,0.836574
4798,0.836364
4799,0.836096
4800,0.835828
4801,0.835560
4802,0.835292
4803,0.835024
4804,0.834756
4805,0.834488
4806,0.834220
4807,0.833952
4808,0.833684
4809,0.833416
4810,0.833148
4811,0.832880
4812,0.832612
4813,0.832344
4814,0.832076
4815,0.831808
4816,0.831540
4817,0.831272
4818,0.831004
4819,0.830736
4820,0.830468
4821,0.830200
4822,0.829932
4823,0.829664
4824,0.829396
4825,0.829128
4826,0.828860
4827,0.828592
4828,0.828324
4829,0.828057
4830,0.827789
4831,0.827521
4832,0.827253
4833,0.826985
4834,0.826717
4835,0.826449
4836,0.826181
4837,0.825913
4838,0.825645
4839,0.825377
4840,0.825109
4841,0.824841
4842,0.824573
4843,0.824305
4844,0.824037
4845,0.823769
4846,0.823501
4847,0.823233
4848,0.822965
4849,0.822697
4850,0.822429
4851,0.822161
4852,0.821893
4853,0.821625
4854,0.821357
4855,0.821089
4856,0.820821
4857,0.820553
4858,0.820427
4859,0.820300
4860,0.820174
4861,0.820047
4862,0.819921
4863,0.819794
4864,0.819668
4865,0.819542
4866,0.819415
4867,0.819289
4868,0.819162
4869,0.819036
4870,0.818909
4871,0.818783
4872,0.818656
4873,0.818530
4874,0.818403
4875,0.818277
4876,0.818150
4877,0.818024
4878,0.817897
4879,0.817771
4880,0.817644
4881,0.817518
4882,0.817391
4883,0.817265
4884,0.817138
4885,0.817012
4886,0.816885
4887,0.816759
4888,0.816632
4889,0.816506
4890,0.816379
4891,0.816253
4892,0.816126
4893,0.816000
4894,0.815874
4895,0.815747
4896,0.815621
4897,0.815494
4898,0.815368
4899,0.815241
4900,0.815115
4901,0.814988
4902,0.814862
4903,0.814735
4904,0.814609
4905,0.814482
4906,0.814356
4907,0.814229
4908,0.814123
4909,0.814017
4910,0.813910
4911,0.813804
4912,0.813698
4913,0.813592
4914,0.813485
4915,0.813379
4916,0.813273
4917,0.813166
4918,0.813060
4919,0.812954
4920,0.812847
4921,0.812741
4922,0.812635
4923,0.812529
4924,0.812422
4925,0.812316
4926,0.812210
4927,0.812104
4928,0.811997
4929,0.811891
4930,0.811785
4931,0.811678
4932,0.811572
4933,0.811466
4934,0.811359
4935,0.811253
4936,0.811147
4937,0.811041
4938,0.810934
4939,0.810828
4940,0.810722
4941,0.810615
4942,0.810509
4943,0.810403
4944,0.810297
4945,0.810190
4946,0.810084
4947,0.809978
4948,0.809871
4949,0.809765
4950,0.809659
4951,0.809553
4952,0.809446
4953,0.809340
4954,0.809234
4955,0.809127
4956,0.809021
4957,0.808915
4958,0.808809
4959,0.808702
4960,0.808596
4961,0.808490
4962,0.808383
4963,0.808277
4964,0.808171
4965,0.808065
4966,0.807958
4967,0.807852
4968,0.807746
4969,0.807639
4970,0.807533
4971,0.807427
4972,0.807321
4973,0.807214
4974,0.807108
4975,0.807002
4976,0.806895
4977,0.806789
4978,0.806683
4979,0.806577
4980,0.806470
4981,0.806364
4982,0.806258
4983,0.806151
4984,0.806045
4985,0.805939
4986,0.805833
4987,0.805726
4988,0.805620
4989,0.805514
4990,0.805407
4991,0.805301
4992,0.805195
4993,0.805089
4994,0.804982
4995,0.804876
4996,0.804770
4997,0.804663
4998,0.804557
4999,0.804451
5000,0.804344
5001,0.804238
5002,0.804132
5003,0.804026
5004,0.803919
5005,0.803813
5006,0.803707
5007,0.803600
5008,0.803494
5009,0.803388
5010,0.803282
5011,0.803175
5012,0.803069
5013,0.802963
5014,0.802857
5015,0.802750
5016,0.802644
5017,0.802538
5018,0.802431
5019,0.802325
5020,0.802219
5021,0.802112
5022,0.802006
5023,0.801900
5024,0.801794
5025,0.801687
5026,0.801581
5027,0.801539
5028,0.801496
5029,0.801454
5030,0.801411
5031,0.801369
5032,0.801326
5033,0.801284
5034,0.801241
5035,0.801199
5036,0.801157
5037,0.801114
5038,0.801072
5039,0.801029
5040,0.800987
5041,0.800944
5042,0.800902
5043,0.800860
5044,0.800817
5045,0.800775
5046,0.800732
5047,0.800690
5048,0.800647
5049,0.800605
5050,0.800562
5051,0.800520
5052,0.800478
5053,0.800435
5054,0.800393
5055,0.800350
5056,0.800308
5057,0.800265
5058,0.800223
5059,0.800180
5060,0.800138
5061,0.800095
5062,0.800053
5063,0.800011
5064,0.799968
5065,0.799926
5066,0.799883
5067,0.799841
5068,0.799798
5069,0.799756
5070,0.799713
5071,0.799671
5072,0.799629
5073,0.799586
5074,0.799544
5075,0.799501
5076,0.799459
5077,0.799416
5078,0.799374
5079,0.799331
5080,0.799289
5081,0.799247
5082,0.799204
5083,0.799162
5084,0.799119
5085,0.799077
5086,0.799034
5087,0.798992
5088,0.798950
5089,0.798907
5090,0.798865
5091,0.798822
5092,0.798780
5093,0.798737
5094,0.798695
5095,0.798652
5096,0.798610
5097,0.798568
5098,0.798525
5099,0.798483
5100,0.798440
5101,0.798398
5102,0.798355
5103,0.798313
5104,0.798270
5105,0.798228
5106,0.798186
5107,0.798143
5108,0.798101
5109,0.798058
5110,0.798016
5111,0.797973
5112,0.797931
5113,0.797888
5114,0.797846
5115,0.797804
5116,0.797761
5117,0.797719
5118,0.797676
5119,0.797634
5120,0.797591
5121,0.797549
5122,0.797506
5123,0.797464
5124,0.797422
5125,0.797379
5126,0.797337
5127,0.797294
5128,0.797252
5129,0.797209
5130,0.797167
5131,0.797124
5132,0.797082
5133,0.797040
5134,0.796997
5135,0.796955
5136,0.796912
5137,0.796870
5138,0.796827
5139,0.796785
5140,0.796742
5141,0.796700
5142,0.796658
5143,0.796615
5144,0.796573
5145,0.796530
5146,0.796488
5147,0.796445
5148,0.796403
5149,0.796360
5150,0.796318
5151,0.796276
5152,0.796233
5153,0.796191
5154,0.796148
5155,0.796106
5156,0.796063
5157,0.796021
5158,0.795978
5159,0.795936
5160,0.795894
5161,0.795851
5162,0.795809
5163,0.795766
5164,0.795724
5165,0.795681
5166,0.795639
5167,0.795596
5168,0.795554
5169,0.795512
5170,0.795469
5171,0.795427
5172,0.795384
5173,0.795342
5174,0.795299
5175,0.795257
5176,0.795257
5177,0.795257
5178,0.795257
5179,0.795257
5180,0.795257
5181,0.795257
5182,0.795257
5183,0.795257
5184,0.795257
5185,0.795257
5186,0.795257
5187,0.795257
5188,0.795257
5189,0.795257
5190,0.795257
5191,0.795257
5192,0.795257
5193,0.795257
5194,0.795257
5195,0.795257
5196,0.795257
5197,0.795257
5198,0.795257
5199,0.795257
5200,0.795257
5201,0.795257
5202,0.795257
5203,0.795257
5204,0.795257
5205,0.795257
5206,0.795257
5207,0.795257
5208,0.795257
5209,0.795257
5210,0.795257
5211,0.795257
5212,0.795257
5213,0.795257
5214,0.795257
5215,0.795257
5216,0.795257
5217,0.795257
5218,0.795257
5219,0.795257
5220,0.795257
5221,0.795257
5222,0.795257
5223,0.795257
5224,0.795257
5225,0.795257
5226,0.795257
5227,0.795257
5228,0.795257
5229,0.795257
5230,0.795257
5231,0.795257
5232,0.795257
5233,0.795257
5234,0.795257
5235,0.795257
5236,0.795257
5237,0.795257
5238,0.795257
5239,0.795257
5240,0.795257
5241,0.795257
5242,0.795257
5243,0.795257
5244,0.795257
5245,0.795257
5246,0.795257
5247,0.795257
5248,0.795257
5249,0.795257
5250,0.795257
5251,0.795257
5252,0.795257
5253,0.795257
5254,0.795257
5255,0.795257
5256,0.795257
5257,0.795257
5258,0.795257
5259,0.795257
5260,0.795257
5261,0.795257
5262,0.795257
5263,0.795257
5264,0.795257
5265,0.795257
5266,0.795257
5267,0.795257
5268,0.795257
5269,0.795257
5270,0.795257
5271,0.795257
5272,0.795257
5273,0.795257
5274,0.795257
5275,0.795257
5276,0.795257
5277,0.795257
5278,0.795257
5279,0.795257
5280,0.795257
5281,0.795257
5282,0.795257
5283,0.795257
5284,0.795257
5285,0.795257
5286,0.795257
5287,0.795257
5288,0.795257
5289,0.795257
5290,0.795257
5291,0.795257
5292,0.795257
5293,0.795257
5294,0.795257
5295,0.795257
5296,0.795257
5297,0.795257
5298,0.795257
5299,0.795257
5300,0.795257
5301,0.795257
5302,0.795257
5303,0.795257
5304,0.795257
5305,0.795257
5306,0.795257
5307,0.795257
5308,0.795257
5309,0.795257
5310,0.795257
5311,0.795257
5312,0.795257
5313,0.795257
5314,0.795257
5315,0.795257
5316,0.795257
5317,0.795257
5318,0.795257
5319,0.795257
5320,0.795257
5321,0.795257
5322,0.795257
5323,0.795257
5324,0.795257
5325,0.795257
5326,0.795257
5327,0.795257
5328,0.795257
5329,0.795257
5330,0.795257
5331,0.795257
5332,0.795257
5333,0.795257
5334,0.795257
5335,0.795257
5336,0.795257
5337,0.795257
5338,0.795257
5339,0.795257
5340,0.795257
5341,0.795257
5342,0.795257
5343,0.795257
5344,0.795257
5345,0.795257
5346,0.795257
5347,0.795257
5348,0.795257
5349,0.795257
5350,0.795257
5351,0.795257
5352,0.795257
5353,0.795257
5354,0.795257
5355,0.795257
5356,0.795257
5357,0.795257
5358,0.795257
5359,0.795257
5360,0.795257
5361,0.795257
5362,0.795257
5363,0.795257
5364,0.795257
5365,0.795257
5366,0.795257
5367,0.795257
5368,0.795257
5369,0.795257
5370,0.795257
5371,0.795257
5372,0.795257
5373,0.795257
5374,0.795257
5375,0.795257
5376,0.795257
5377,0.795257
5378,0.795257
5379,0.795257
5380,0.795257
5381,0.795257
5382,0.795257
5383,0.795257
5384,0.795257
5385,0.795257
5386,0.795257
5387,0.795257
5388,0.795257
5389,0.795257
5390,0.795257
5391,0.795257
5392,0.795257
5393,0.795257
5394,0.795257
5395,0.795257
5396,0.795257
5397,0.795257
5398,0.795257
5399,0.795257
5400,0.795257
5401,0.795257
5402,0.795257
5403,0.795257
5404,0.795257
5405,0.795257
5406,0.795257
5407,0.795257
5408,0.795257
5409,0.795257
5410,0.795257
5411,0.795257
5412,0.795257
5413,0.795257
5414,0.795257
5415,0.795257
5416,0.795257
5417,0.795257
5418,0.795257
5419,0.795257
5420,0.795257
5421,0.795257
5422,0.795257
5423,0.795257
5424,0.795257
5425,0.795257
5426,0.795257
5427,0.795257
5428,0.795257
5429,0.795257
5430,0.795257
5431,0.795257
5432,0.795257
5433,0.795257
5434,0.795257
5435,0.795257
5436,0.795257
5437,0.795257
5438,0.795257
5439,0.795257
5440,0.795257
5441,0.795257
5442,0.795257
5443,0.795257
5444,0.795257
5445,0.795257
5446,0.795257
5447,0.795257
5448,0.795257
5449,0.795257
5450,0.795257
5451,0.795257
5452,0.795257
5453,0.795257
5454,0.795257
5455,0.795257
5456,0.795257
5457,0.795257
5458,0.795257
5459,0.795257
5460,0.795257
5461,0.795257
5462,0.795257
5463,0.795257
5464,0.795257
5465,0.795257
5466,0.795257
5467,0.795257
5468,0.795257
5469,0.795257
5470,0.795257
5471,0.795257
5472,0.795257
5473,0.795257
5474,0.795257
5475,0.795257
5476,0.795257
5477,0.795257
5478,0.795257
5479,0.795257
5480,0.795257
5481,0.795257
5482,0.795257
5483,0.795257
5484,0.795257
5485,0.795257
5486,0.795257
5487,0.795257
5488,0.795257
5489,0.795257
5490,0.795257
5491,0.795257
5492,0.795257
5493,0.795274
5494,0.795291
5495,0.795307
5496,0.795324
5497,0.795341
5498,0.795358
5499,0.795375
5500,0.795391
5501,0.795408
5502,0.795425
5503,0.795442
5504,0.795459
5505,0.795476
5506,0.795492
5507,0.795509
5508,0.795526
5509,0.795543
5510,0.795560
5511,0.795577
5512,0.795593
5513,0.795610
5514,0.795627
5515,0.795644
5516,0.795661
5517,0.795677
5518,0.795694
5519,0.795711
5520,0.795728
5521,0.795745
5522,0.795762
5523,0.795778
5524,0.795795
5525,0.795812
5526,0.795829
5527,0.795846
5528,0.795862
5529,0.795879
5530,0.795896
5531,0.795913
5532,0.795930
5533,0.795947
5534,0.795963
5535,0.795980
5536,0.795997
5537,0.796014
5538,0.796031
5539,0.796047
5540,0.796064
5541,0.796081
5542,0.796098
5543,0.796115
5544,0.796132
5545,0.796148
5546,0.796165
5547,0.796182
5548,0.796199
5549,0.796216
5550,0.796232
5551,0.796249
5552,0.796266
5553,0.796283
5554,0.796300
5555,0.796317
5556,0.796333
5557,0.796350
5558,0.796367
5559,0.796384
5560,0.796401
5561,0.796417
5562,0.796434
5563,0.796451
5564,0.796468
5565,0.796485
5566,0.796502
5567,0.796518
5568,0.796535
5569,0.796552
5570,0.796569
5571,0.796586
5572,0.796602
5573,0.796619
5574,0.796636
5575,0.796653
5576,0.796670
5577,0.796687
5578,0.796703
5579,0.796720
5580,0.796737
5581,0.796754
5582,0.796771
5583,0.796788
5584,0.796804
5585,0.796821
5586,0.796838
5587,0.796855
5588,0.796872
5589,0.796888
5590,0.796905
5591,0.796922
5592,0.796939
5593,0.796956
5594,0.796973
5595,0.796989
5596,0.797006
5597,0.797023
5598,0.797040
5599,0.797057
5600,0.797073
5601,0.797090
5602,0.797107
5603,0.797124
5604,0.797141
5605,0.797158
5606,0.797174
5607,0.797191
5608,0.797208
5609,0.797225
5610,0.797242
5611,0.797258
5612,0.797275
5613,0.797292
5614,0.797309
5615,0.797326
5616,0.797343
5617,0.797359
5618,0.797376
5619,0.797393
5620,0.797410
5621,0.797427
5622,0.797443
5623,0.797460
5624,0.797477
5625,0.797494
5626,0.797511
5627,0.797528
5628,0.797544
5629,0.797561
5630,0.797578
5631,0.797595
5632,0.797612
5633,0.797628
5634,0.797645
5635,0.797662
5636,0.797679
5637,0.797696
5638,0.797713
5639,0.797729
5640,0.797746
5641,0.797763
5642,0.797780
5643,0.797797
5644,0.797813
5645,0.797830
5646,0.797847
5647,0.797864
5648,0.797881
5649,0.797898
5650,0.797914
5651,0.797931
5652,0.797948
5653,0.797965
5654,0.797982
5655,0.797998
5656,0.798015
5657,0.798032
5658,0.798049
5659,0.798066
5660,0.798083
5661,0.798099
5662,0.798116
5663,0.798133
5664,0.798150
5665,0.798167
5666,0.798184
5667,0.798200
5668,0.798217
5669,0.798234
5670,0.798251
5671,0.798268
5672,0.798284
5673,0.798301
5674,0.798318
5675,0.798335
5676,0.798352
5677,0.798369
5678,0.798385
5679,0.798402
5680,0.798419
5681,0.798517
5682,0.798615
5683,0.798713
5684,0.798811
5685,0.798909
5686,0.799007
5687,0.799105
5688,0.799203
5689,0.799301
5690,0.799399
5691,0.799498
5692,0.799596
5693,0.799694
5694,0.799792
5695,0.799890
5696,0.799988
5697,0.800086
5698,0.800184
5699,0.800282
5700,0.800380
5701,0.800478
5702,0.800576
5703,0.800674
5704,0.800772
5705,0.800870
5706,0.800968
5707,0.801066
5708,0.801164
5709,0.801262
5710,0.801360
5711,0.801458
5712,0.801557
5713,0.801655
5714,0.801753
5715,0.801851
5716,0.801949
5717,0.802047
5718,0.802145
5719,0.802243
5720,0.802341
5721,0.802439
5722,0.802537
5723,0.802635
5724,0.802733
5725,0.802831
5726,0.802929
5727,0.803027
5728,0.803125
5729,0.803223
5730,0.803321
5731,0.803419
5732,0.803517
5733,0.803616
5734,0.803714
5735,0.803812
5736,0.803910
5737,0.804008
5738,0.804106
5739,0.804204
5740,0.804302
5741,0.804400
5742,0.804498
5743,0.804596
5744,0.804694
5745,0.804792
5746,0.804890
5747,0.804988
5748,0.805086
5749,0.805184
5750,0.805282
5751,0.805380
5752,0.805478
5753,0.805577
5754,0.805675
5755,0.805773
5756,0.805871
5757,0.805969
5758,0.806067
5759,0.806165
5760,0.806263
5761,0.806361
5762,0.806459
5763,0.806557
5764,0.806655
5765,0.806753
5766,0.806851
5767,0.806949
5768,0.807047
5769,0.807145
5770,0.807243
5771,0.807341
5772,0.807439
5773,0.807537
5774,0.807635
5775,0.807734
5776,0.807832
5777,0.807930
5778,0.808028
5779,0.808126
5780,0.808224
5781,0.808322
5782,0.808420
5783,0.808518
5784,0.808616
5785,0.808714
5786,0.808812
5787,0.808910
5788,0.809008
5789,0.809106
5790,0.809204
5791,0.809302
5792,0.809400
5793,0.809498
5794,0.809596
5795,0.809694
5796,0.809793
5797,0.809891
5798,0.809989
5799,0.810087
5800,0.810185
5801,0.810283
5802,0.810381
5803,0.810479
5804,0.810577
5805,0.810675
5806,0.810773
5807,0.810871
5808,0.810969
5809,0.811067
5810,0.811138
5811,0.811209
5812,0.811280
5813,0.811351
5814,0.811422
5815,0.811494
5816,0.811565
5817,0.811636
5818,0.811707
5819,0.811778
5820,0.811849
5821,0.811920
5822,0.811991
5823,0.812062
5824,0.812133
5825,0.812204
5826,0.812275
5827,0.812346
5828,0.812417
5829,0.812488
5830,0.812559
5831,0.812630
5832,0.812701
5833,0.812773
5834,0.812844
5835,0.812915
5836,0.812986
5837,0.813057
5838,0.813128
5839,0.813199
5840,0.813270
5841,0.813341
5842,0.813412
5843,0.813483
5844,0.813554
5845,0.813625
5846,0.813696
5847,0.813767
5848,0.813838
5849,0.813909
5850,0.813981
5851,0.814052
5852,0.814123
5853,0.814194
5854,0.814265
5855,0.814336
5856,0.814407
5857,0.814478
5858,0.814549
5859,0.814620
5860,0.814691
5861,0.814762
5862,0.814833
5863,0.814904
5864,0.814975
5865,0.815046
5866,0.815117
5867,0.815188
5868,0.815260
5869,0.815331
5870,0.815402
5871,0.815473
5872,0.815544
5873,0.815615
5874,0.815686
5875,0.815757
5876,0.815828
5877,0.815899
5878,0.815970
5879,0.816041
5880,0.816112
5881,0.816183
5882,0.816254
5883,0.816325
5884,0.816396
5885,0.816468
5886,0.816539
5887,0.816610
5888,0.816681
5889,0.816752
5890,0.816823
5891,0.816894
5892,0.816965
5893,0.817036
5894,0.817107
5895,0.817178
5896,0.817249
5897,0.817320
5898,0.817391
5899,0.817476
5900,0.817561
5901,0.817646
5902,0.817731
5903,0.817816
5904,0.817901
5905,0.817985
5906,0.818070
5907,0.818155
5908,0.818240
5909,0.818325
5910,0.818410
5911,0.818495
5912,0.818580
5913,0.818665
5914,0.818749
5915,0.818834
5916,0.818919
5917,0.819004
5918,0.819089
5919,0.819174
5920,0.819259
5921,0.819344
5922,0.819429
5923,0.819513
5924,0.819598
5925,0.819683
5926,0.819768
5927,0.819853
5928,0.819938
5929,0.820023
5930,0.820108
5931,0.820193
5932,0.820277
5933,0.820362
5934,0.820447
5935,0.820532
5936,0.820617
5937,0.820702
5938,0.820787
5939,0.820872
5940,0.820957
5941,0.821041
5942,0.821126
5943,0.821211
5944,0.821296
5945,0.821381
5946,0.821466
5947,0.821551
5948,0.821636
5949,0.821721
5950,0.821805
5951,0.821890
5952,0.821975
5953,0.822060
5954,0.822145
5955,0.822230
5956,0.822315
5957,0.822400
5958,0.822484
5959,0.822569
5960,0.822654
5961,0.822739
5962,0.822824
5963,0.822909
5964,0.822994
5965,0.823079
5966,0.823164
5967,0.823249
5968,0.823333
5969,0.823418
5970,0.823503
5971,0.823588
5972,0.823673
5973,0.823758
5974,0.823843
5975,0.823928
5976,0.824013
5977,0.824097
5978,0.824182
5979,0.824267
5980,0.824352
5981,0.824437
5982,0.824522
5983,0.824607
5984,0.824692
5985,0.824776
5986,0.824861
5987,0.824946
5988,0.825031
5989,0.825116
5990,0.825201
5991,0.825286
5992,0.825371
5993,0.825456
5994,0.825540
5995,0.825625
5996,0.825710
5997,0.825795
5998,0.825880
5999,0.825965
6000,0.826050
6001,0.826135
6002,0.826220
6003,0.826304
6004,0.826389
6005,0.826474
6006,0.826559
6007,0.826644
6008,0.826729
6009,0.826814
6010,0.826899
6011,0.826984
6012,0.827068
6013,0.827153
6014,0.827238
6015,0.827323
6016,0.827408
6017,0.570751
6018,0.570435
6019,0.570119
6020,0.569802
6021,0.569486
6022,0.569170
6023,0.568854
6024,0.568538
6025,0.568221
6026,0.567905
6027,0.567589
6028,0.567115
6029,0.566640
6030,0.566166
6031,0.565692
6032,0.565217
6033,0.564743
6034,0.564269
6035,0.563794
6036,0.563320
6037,0.562846
6038,0.562372
6039,0.561897
6040,0.561423
6041,0.560949
6042,0.560474
6043,0.560000
6044,0.559526
6045,0.559051
6046,0.558577
6047,0.558103
6048,0.558103
6049,0.558103
6050,0.558103
6051,0.558103
6052,0.558103
6053,0.558103
6054,0.558103
6055,0.558103
6056,0.558103
6057,0.551779
6058,0.551446
6059,0.551113
6060,0.550780
6061,0.550447
6062,0.550114
6063,0.549782
6064,0.549449
6065,0.549116
6066,0.548783
6067,0.548450
6068,0.548117
6069,0.547785
6070,0.547452
6071,0.547119
6072,0.546786
6073,0.546453
6074,0.546120
6075,0.545787
6076,0.545455
6077,0.545138
6078,0.544822
6079,0.544506
6080,0.544190
6081,0.543873
6082,0.543557
6083,0.543241
6084,0.542925
6085,0.542609
6086,0.542292
6087,0.541871
6088,0.541449
6089,0.541028
6090,0.540606
6091,0.540184
6092,0.539763
6093,0.539341
6094,0.538920
6095,0.538498
6096,0.538076
6097,0.537655
6098,0.537233
6099,0.536812
6100,0.536390
6101,0.535968
6102,0.535547
6103,0.535125
6104,0.534704
6105,0.534282
6106,0.533860
6107,0.533439
6108,0.533017
6109,0.532596
6110,0.532174
6111,0.531752
6112,0.531331
6113,0.530909
6114,0.530487
6115,0.530066
6116,0.529644
6117,0.529012
6118,0.528379
6119,0.527747
6120,0.527115
6121,0.526482
6122,0.525850
6123,0.525217
6124,0.524585
6125,0.523953
6126,0.523320
6127,0.522688
6128,0.522055
6129,0.521423
6130,0.520791
6131,0.520158
6132,0.519526
6133,0.518893
6134,0.518261
6135,0.517628
6136,0.516996
6137,0.516364
6138,0.515731
6139,0.515099
6140,0.514466
6141,0.513834
6142,0.513202
6143,0.512569
6144,0.511937
6145,0.511304
6146,0.510672
6147,0.510040
6148,0.509407
6149,0.508775
6150,0.508142
6151,0.507510
6152,0.506877
6153,0.506245
6154,0.505613
6155,0.504980
6156,0.485375
6157,0.484901
6158,0.484427
6159,0.483953
6160,0.483478
6161,0.483004
6162,0.482530
6163,0.482055
6164,0.481581
6165,0.481107
6166,0.480632
6167,0.480158
6168,0.479684
6169,0.479209
6170,0.478735
6171,0.478261
6172,0.477787
6173,0.477312
6174,0.476838
6175,0.476364
6176,0.466403
6177,0.465455
6178,0.464506
6179,0.463557
6180,0.462609
6181,0.461660
6182,0.460711
6183,0.459763
6184,0.458814
6185,0.457866
6186,0.456917
6187,0.456566
6188,0.456214
6189,0.455863
6190,0.455512
6191,0.455160
6192,0.454809
6193,0.454458
6194,0.454106
6195,0.450593
6196,0.450593
6197,0.450593
6198,0.450593
6199,0.450593
6200,0.450593
6201,0.450593
6202,0.450593
6203,0.450593
6204,0.450593
6205,0.450593
6206,0.450277
6207,0.449960
6208,0.449644
6209,0.449328
6210,0.449012
6211,0.448696
6212,0.448379
6213,0.448063
6214,0.447747
6215,0.447431
6216,0.447115
6217,0.446798
6218,0.446482
6219,0.446166
6220,0.445850
6221,0.445534
6222,0.445217
6223,0.444901
6224,0.444585
6225,0.444269
6226,0.443953
6227,0.443636
6228,0.443320
6229,0.443004
6230,0.442688
6231,0.442372
6232,0.442055
6233,0.441739
6234,0.441423
6235,0.441107
6236,0.440791
6237,0.440474
6238,0.440158
6239,0.439842
6240,0.439526
6241,0.439209
6242,0.438893
6243,0.438577
6244,0.438261
6245,0.437945
6246,0.437628
6247,0.437312
6248,0.436996
6249,0.436680
6250,0.436364
6251,0.436047
6252,0.435731
6253,0.435415
6254,0.435099
6255,0.434783
6256,0.434466
6257,0.434150
6258,0.433834
6259,0.433518
6260,0.433202
6261,0.432885
6262,0.432569
6263,0.432253
6264,0.431937
6265,0.431621
6266,0.431353
6267,0.431085
6268,0.430817
6269,0.430549
6270,0.430281
6271,0.430013
6272,0.429745
6273,0.429477
6274,0.429209
6275,0.428941
6276,0.428673
6277,0.428405
6278,0.428137
6279,0.427869
6280,0.427601
6281,0.427333
6282,0.427065
6283,0.426797
6284,0.426529
6285,0.426261
6286,0.425993
6287,0.425725
6288,0.425457
6289,0.425189
6290,0.424921
6291,0.424653
6292,0.424385
6293,0.424117
6294,0.423849
6295,0.423581
6296,0.423313
6297,0.423045
6298,0.422778
6299,0.422510
6300,0.422242
6301,0.421974
6302,0.421706
6303,0.421438
6304,0.421170
6305,0.420902
6306,0.420634
6307,0.420366
6308,0.420098
6309,0.419830
6310,0.419562
6311,0.419294
6312,0.419026
6313,0.418758
6314,0.418490
6315,0.418222
6316,0.417954
6317,0.417686
6318,0.417418
6319,0.417150
6320,0.416882
6321,0.416614
6322,0.416346
6323,0.416078
6324,0.415810
6325,0.415599
6326,0.415389
6327,0.415178
6328,0.414967
6329,0.414756
6330,0.414545
6331,0.414335
6332,0.414124
6333,0.413913
6334,0.413702
6335,0.413491
6336,0.413281
6337,0.413070
6338,0.412859
6339,0.412648
6340,0.412437
6341,0.412227
6342,0.412016
6343,0.411805
6344,0.411594
6345,0.411383
6346,0.411173
6347,0.410962
6348,0.410751
6349,0.410540
6350,0.410329
6351,0.410119
6352,0.409908
6353,0.409697
6354,0.409486
6355,0.409170
6356,0.408854
6357,0.408538
6358,0.408221
6359,0.407905
6360,0.407589
6361,0.407273
6362,0.406957
6363,0.406640
6364,0.406324
6365,0.406008
6366,0.405692
6367,0.405376
6368,0.405059
6369,0.404743
6370,0.404427
6371,0.404111
6372,0.403794
6373,0.403478
6374,0.403162
6375,0.402846
6376,0.402530
6377,0.402213
6378,0.401897
6379,0.401581
6380,0.401265
6381,0.400949
6382,0.400632
6383,0.400316
6384,0.400000
6385,0.399684
6386,0.399368
6387,0.399051
6388,0.398735
6389,0.398419
6390,0.398103
6391,0.397787
6392,0.397470
6393,0.397154
6394,0.396838
6395,0.396511
6396,0.396184
6397,0.395857
6398,0.395530
6399,0.395202
6400,0.394875
6401,0.394548
6402,0.394221
6403,0.393894
6404,0.393567
6405,0.393240
6406,0.392913
